,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,data,Family
419,420,0.0,3,0,10.0,0,2,24.15,8,2,train,2
420,421,0.0,3,1,29.881137667304014,0,0,7.8958,8,0,train,0
421,422,0.0,3,1,21.0,0,0,7.7333,8,1,train,0
422,423,0.0,3,1,29.0,0,0,7.875,8,2,train,0
423,424,0.0,3,0,28.0,1,1,14.4,8,2,train,2
424,425,0.0,3,1,18.0,1,1,20.2125,8,2,train,2
425,426,0.0,3,1,29.881137667304014,0,0,7.25,8,2,train,0
426,427,1.0,2,0,28.0,1,0,26.0,8,2,train,1
427,428,1.0,2,0,19.0,0,0,26.0,8,2,train,0
428,429,0.0,3,1,29.881137667304014,0,0,7.75,8,1,train,0
429,430,1.0,3,1,32.0,0,0,8.05,4,2,train,0
430,431,1.0,1,1,28.0,0,0,26.55,2,2,train,0
431,432,1.0,3,0,29.881137667304014,1,0,16.1,8,2,train,1
432,433,1.0,2,0,42.0,1,0,26.0,8,2,train,1
433,434,0.0,3,1,17.0,0,0,7.125,8,2,train,0
434,435,0.0,1,1,50.0,1,0,55.9,4,2,train,1
435,436,1.0,1,0,14.0,1,2,120.0,1,2,train,3
436,437,0.0,3,0,21.0,2,2,34.375,8,2,train,4
437,438,1.0,2,0,24.0,2,3,18.75,8,2,train,5
438,439,0.0,1,1,64.0,1,4,263.0,2,2,train,5
439,440,0.0,2,1,31.0,0,0,10.5,8,2,train,0
440,441,1.0,2,0,45.0,1,1,26.25,8,2,train,2
441,442,0.0,3,1,20.0,0,0,9.5,8,2,train,0
442,443,0.0,3,1,25.0,1,0,7.775,8,2,train,1
443,444,1.0,2,0,28.0,0,0,13.0,8,2,train,0
444,445,1.0,3,1,29.881137667304014,0,0,8.1125,8,2,train,0
445,446,1.0,1,1,4.0,0,2,81.8583,0,2,train,2
446,447,1.0,2,0,13.0,0,1,19.5,8,2,train,1
447,448,1.0,1,1,34.0,0,0,26.55,8,2,train,0
448,449,1.0,3,0,5.0,2,1,19.2583,8,0,train,3
449,450,1.0,1,1,52.0,0,0,30.5,2,2,train,0
450,451,0.0,2,1,36.0,1,2,27.75,8,2,train,3
451,452,0.0,3,1,29.881137667304014,1,0,19.9667,8,2,train,1
452,453,0.0,1,1,30.0,0,0,27.75,2,0,train,0
453,454,1.0,1,1,49.0,1,0,89.1042,2,0,train,1
454,455,0.0,3,1,29.881137667304014,0,0,8.05,8,2,train,0
455,456,1.0,3,1,29.0,0,0,7.8958,8,0,train,0
456,457,0.0,1,1,65.0,0,0,26.55,4,2,train,0
457,458,1.0,1,0,29.881137667304014,1,0,51.8625,3,2,train,1
458,459,1.0,2,0,50.0,0,0,10.5,8,2,train,0
459,460,0.0,3,1,29.881137667304014,0,0,7.75,8,1,train,0
460,461,1.0,1,1,48.0,0,0,26.55,4,2,train,0
461,462,0.0,3,1,34.0,0,0,8.05,8,2,train,0
462,463,0.0,1,1,47.0,0,0,38.5,4,2,train,0
463,464,0.0,2,1,48.0,0,0,13.0,8,2,train,0
464,465,0.0,3,1,29.881137667304014,0,0,8.05,8,2,train,0
465,466,0.0,3,1,38.0,0,0,7.05,8,2,train,0
466,467,0.0,2,1,29.881137667304014,0,0,0.0,8,2,train,0
467,468,0.0,1,1,56.0,0,0,26.55,8,2,train,0
468,469,0.0,3,1,29.881137667304014,0,0,7.725,8,1,train,0
469,470,1.0,3,0,0.75,2,1,19.2583,8,0,train,3
470,471,0.0,3,1,29.881137667304014,0,0,7.25,8,2,train,0
471,472,0.0,3,1,38.0,0,0,8.6625,8,2,train,0
472,473,1.0,2,0,33.0,1,2,27.75,8,2,train,3
473,474,1.0,2,0,23.0,0,0,13.7917,3,0,train,0
474,475,0.0,3,0,22.0,0,0,9.8375,8,2,train,0
475,476,0.0,1,1,29.881137667304014,0,0,52.0,0,2,train,0
476,477,0.0,2,1,34.0,1,0,21.0,8,2,train,1
477,478,0.0,3,1,29.0,1,0,7.0458,8,2,train,1
478,479,0.0,3,1,22.0,0,0,7.5208,8,2,train,0
479,480,1.0,3,0,2.0,0,1,12.2875,8,2,train,1
480,481,0.0,3,1,9.0,5,2,46.9,8,2,train,7
481,482,0.0,2,1,29.881137667304014,0,0,0.0,8,2,train,0
482,483,0.0,3,1,50.0,0,0,8.05,8,2,train,0
483,484,1.0,3,0,63.0,0,0,9.5875,8,2,train,0
484,485,1.0,1,1,25.0,1,0,91.0792,1,0,train,1
485,486,0.0,3,0,29.881137667304014,3,1,25.4667,8,2,train,4
486,487,1.0,1,0,35.0,1,0,90.0,2,2,train,1
487,488,0.0,1,1,58.0,0,0,29.7,1,0,train,0
488,489,0.0,3,1,30.0,0,0,8.05,8,2,train,0
489,490,1.0,3,1,9.0,1,1,15.9,8,2,train,2
490,491,0.0,3,1,29.881137667304014,1,0,19.9667,8,2,train,1
491,492,0.0,3,1,21.0,0,0,7.25,8,2,train,0
492,493,0.0,1,1,55.0,0,0,30.5,2,2,train,0
493,494,0.0,1,1,71.0,0,0,49.5042,8,0,train,0
494,495,0.0,3,1,21.0,0,0,8.05,8,2,train,0
495,496,0.0,3,1,29.881137667304014,0,0,14.4583,8,0,train,0
496,497,1.0,1,0,54.0,1,0,78.2667,3,0,train,1
497,498,0.0,3,1,29.881137667304014,0,0,15.1,8,2,train,0
498,499,0.0,1,0,25.0,1,2,151.55,2,2,train,3
499,500,0.0,3,1,24.0,0,0,7.7958,8,2,train,0
500,501,0.0,3,1,17.0,0,0,8.6625,8,2,train,0
501,502,0.0,3,0,21.0,0,0,7.75,8,1,train,0
502,503,0.0,3,0,29.881137667304014,0,0,7.6292,8,1,train,0
503,504,0.0,3,0,37.0,0,0,9.5875,8,2,train,0
504,505,1.0,1,0,16.0,0,0,86.5,1,2,train,0
505,506,0.0,1,1,18.0,1,0,108.9,2,0,train,1
506,507,1.0,2,0,33.0,0,2,26.0,8,2,train,2
507,508,1.0,1,1,29.881137667304014,0,0,26.55,8,2,train,0
508,509,0.0,3,1,28.0,0,0,22.525,8,2,train,0
509,510,1.0,3,1,26.0,0,0,56.4958,8,2,train,0
510,511,1.0,3,1,29.0,0,0,7.75,8,1,train,0
511,512,0.0,3,1,29.881137667304014,0,0,8.05,8,2,train,0
512,513,1.0,1,1,36.0,0,0,26.2875,4,2,train,0
513,514,1.0,1,0,54.0,1,0,59.4,8,0,train,1
514,515,0.0,3,1,24.0,0,0,7.4958,8,2,train,0
515,516,0.0,1,1,47.0,0,0,34.0208,3,2,train,0
516,517,1.0,2,0,34.0,0,0,10.5,5,2,train,0
517,518,0.0,3,1,29.881137667304014,0,0,24.15,8,1,train,0
518,519,1.0,2,0,36.0,1,0,26.0,8,2,train,1
519,520,0.0,3,1,32.0,0,0,7.8958,8,2,train,0
520,521,1.0,1,0,30.0,0,0,93.5,1,2,train,0
521,522,0.0,3,1,22.0,0,0,7.8958,8,2,train,0
522,523,0.0,3,1,29.881137667304014,0,0,7.225,8,0,train,0
523,524,1.0,1,0,44.0,0,1,57.9792,1,0,train,1
524,525,0.0,3,1,29.881137667304014,0,0,7.2292,8,0,train,0
525,526,0.0,3,1,40.5,0,0,7.75,8,1,train,0
526,527,1.0,2,0,50.0,0,0,10.5,8,2,train,0
527,528,0.0,1,1,29.881137667304014,0,0,221.7792,2,2,train,0
528,529,0.0,3,1,39.0,0,0,7.925,8,2,train,0
529,530,0.0,2,1,23.0,2,1,11.5,8,2,train,3
530,531,1.0,2,0,2.0,1,1,26.0,8,2,train,2
531,532,0.0,3,1,29.881137667304014,0,0,7.2292,8,0,train,0
532,533,0.0,3,1,17.0,1,1,7.2292,8,0,train,2
533,534,1.0,3,0,29.881137667304014,0,2,22.3583,8,0,train,2
534,535,0.0,3,0,30.0,0,0,8.6625,8,2,train,0
535,536,1.0,2,0,7.0,0,2,26.25,8,2,train,2
536,537,0.0,1,1,45.0,0,0,26.55,1,2,train,0
537,538,1.0,1,0,30.0,0,0,106.425,8,0,train,0
538,539,0.0,3,1,29.881137667304014,0,0,14.5,8,2,train,0
539,540,1.0,1,0,22.0,0,2,49.5,1,0,train,2
540,541,1.0,1,0,36.0,0,2,71.0,1,2,train,2
541,542,0.0,3,0,9.0,4,2,31.275,8,2,train,6
542,543,0.0,3,0,11.0,4,2,31.275,8,2,train,6
543,544,1.0,2,1,32.0,1,0,26.0,8,2,train,1
544,545,0.0,1,1,50.0,1,0,106.425,2,0,train,1
545,546,0.0,1,1,64.0,0,0,26.0,8,2,train,0
546,547,1.0,2,0,19.0,1,0,26.0,8,2,train,1
547,548,1.0,2,1,29.881137667304014,0,0,13.8625,8,0,train,0
548,549,0.0,3,1,33.0,1,1,20.525,8,2,train,2
549,550,1.0,2,1,8.0,1,1,36.75,8,2,train,2
550,551,1.0,1,1,17.0,0,2,110.8833,2,0,train,2
551,552,0.0,2,1,27.0,0,0,26.0,8,2,train,0
552,553,0.0,3,1,29.881137667304014,0,0,7.8292,8,1,train,0
553,554,1.0,3,1,22.0,0,0,7.225,8,0,train,0
554,555,1.0,3,0,22.0,0,0,7.775,8,2,train,0
555,556,0.0,1,1,62.0,0,0,26.55,8,2,train,0
556,557,1.0,1,0,48.0,1,0,39.6,0,0,train,1
557,558,0.0,1,1,29.881137667304014,0,0,227.525,8,0,train,0
558,559,1.0,1,0,39.0,1,1,79.65,4,2,train,2
559,560,1.0,3,0,36.0,1,0,17.4,8,2,train,1
560,561,0.0,3,1,29.881137667304014,0,0,7.75,8,1,train,0
561,562,0.0,3,1,40.0,0,0,7.8958,8,2,train,0
562,563,0.0,2,1,28.0,0,0,13.5,8,2,train,0
563,564,0.0,3,1,29.881137667304014,0,0,8.05,8,2,train,0
564,565,0.0,3,0,29.881137667304014,0,0,8.05,8,2,train,0
565,566,0.0,3,1,24.0,2,0,24.15,8,2,train,2
566,567,0.0,3,1,19.0,0,0,7.8958,8,2,train,0
567,568,0.0,3,0,29.0,0,4,21.075,8,2,train,4
568,569,0.0,3,1,29.881137667304014,0,0,7.2292,8,0,train,0
569,570,1.0,3,1,32.0,0,0,7.8542,8,2,train,0
570,571,1.0,2,1,62.0,0,0,10.5,8,2,train,0
571,572,1.0,1,0,53.0,2,0,51.4792,2,2,train,2
572,573,1.0,1,1,36.0,0,0,26.3875,4,2,train,0
573,574,1.0,3,0,29.881137667304014,0,0,7.75,8,1,train,0
574,575,0.0,3,1,16.0,0,0,8.05,8,2,train,0
575,576,0.0,3,1,19.0,0,0,14.5,8,2,train,0
576,577,1.0,2,0,34.0,0,0,13.0,8,2,train,0
577,578,1.0,1,0,39.0,1,0,55.9,4,2,train,1
578,579,0.0,3,0,29.881137667304014,1,0,14.4583,8,0,train,1
579,580,1.0,3,1,32.0,0,0,7.925,8,2,train,0
580,581,1.0,2,0,25.0,1,1,30.0,8,2,train,2
581,582,1.0,1,0,39.0,1,1,110.8833,2,0,train,2
582,583,0.0,2,1,54.0,0,0,26.0,8,2,train,0
583,584,0.0,1,1,36.0,0,0,40.125,0,0,train,0
584,585,0.0,3,1,29.881137667304014,0,0,8.7125,8,0,train,0
585,586,1.0,1,0,18.0,0,2,79.65,4,2,train,2
586,587,0.0,2,1,47.0,0,0,15.0,8,2,train,0
587,588,1.0,1,1,60.0,1,1,79.2,1,0,train,2
588,589,0.0,3,1,22.0,0,0,8.05,8,2,train,0
589,590,0.0,3,1,29.881137667304014,0,0,8.05,8,2,train,0
590,591,0.0,3,1,35.0,0,0,7.125,8,2,train,0
591,592,1.0,1,0,52.0,1,0,78.2667,3,0,train,1
592,593,0.0,3,1,47.0,0,0,7.25,8,2,train,0
593,594,0.0,3,0,29.881137667304014,0,2,7.75,8,1,train,2
594,595,0.0,2,1,37.0,1,0,26.0,8,2,train,1
595,596,0.0,3,1,36.0,1,1,24.15,8,2,train,2
596,597,1.0,2,0,29.881137667304014,0,0,33.0,8,2,train,0
597,598,0.0,3,1,49.0,0,0,0.0,8,2,train,0
598,599,0.0,3,1,29.881137667304014,0,0,7.225,8,0,train,0
599,600,1.0,1,1,49.0,1,0,56.9292,0,0,train,1
600,601,1.0,2,0,24.0,2,1,27.0,8,2,train,3
601,602,0.0,3,1,29.881137667304014,0,0,7.8958,8,2,train,0
602,603,0.0,1,1,29.881137667304014,0,0,42.4,8,2,train,0
603,604,0.0,3,1,44.0,0,0,8.05,8,2,train,0
604,605,1.0,1,1,35.0,0,0,26.55,8,0,train,0
605,606,0.0,3,1,36.0,1,0,15.55,8,2,train,1
606,607,0.0,3,1,30.0,0,0,7.8958,8,2,train,0
607,608,1.0,1,1,27.0,0,0,30.5,8,2,train,0
608,609,1.0,2,0,22.0,1,2,41.5792,8,0,train,3
609,610,1.0,1,0,40.0,0,0,153.4625,2,2,train,0
610,611,0.0,3,0,39.0,1,5,31.275,8,2,train,6
611,612,0.0,3,1,29.881137667304014,0,0,7.05,8,2,train,0
612,613,1.0,3,0,29.881137667304014,1,0,15.5,8,1,train,1
613,614,0.0,3,1,29.881137667304014,0,0,7.75,8,1,train,0
614,615,0.0,3,1,35.0,0,0,8.05,8,2,train,0
615,616,1.0,2,0,24.0,1,2,65.0,8,2,train,3
616,617,0.0,3,1,34.0,1,1,14.4,8,2,train,2
617,618,0.0,3,0,26.0,1,0,16.1,8,2,train,1
618,619,1.0,2,0,4.0,2,1,39.0,5,2,train,3
619,620,0.0,2,1,26.0,0,0,10.5,8,2,train,0
620,621,0.0,3,1,27.0,1,0,14.4542,8,0,train,1
621,622,1.0,1,1,42.0,1,0,52.5542,3,2,train,1
622,623,1.0,3,1,20.0,1,1,15.7417,8,0,train,2
623,624,0.0,3,1,21.0,0,0,7.8542,8,2,train,0
624,625,0.0,3,1,21.0,0,0,16.1,8,2,train,0
625,626,0.0,1,1,61.0,0,0,32.3208,3,2,train,0
626,627,0.0,2,1,57.0,0,0,12.35,8,1,train,0
627,628,1.0,1,0,21.0,0,0,77.9583,3,2,train,0
628,629,0.0,3,1,26.0,0,0,7.8958,8,2,train,0
629,630,0.0,3,1,29.881137667304014,0,0,7.7333,8,1,train,0
630,631,1.0,1,1,80.0,0,0,30.0,0,2,train,0
631,632,0.0,3,1,51.0,0,0,7.0542,8,2,train,0
632,633,1.0,1,1,32.0,0,0,30.5,1,0,train,0
633,634,0.0,1,1,29.881137667304014,0,0,0.0,8,2,train,0
634,635,0.0,3,0,9.0,3,2,27.9,8,2,train,5
635,636,1.0,2,0,28.0,0,0,13.0,8,2,train,0
636,637,0.0,3,1,32.0,0,0,7.925,8,2,train,0
637,638,0.0,2,1,31.0,1,1,26.25,8,2,train,2
638,639,0.0,3,0,41.0,0,5,39.6875,8,2,train,5
639,640,0.0,3,1,29.881137667304014,1,0,16.1,8,2,train,1
640,641,0.0,3,1,20.0,0,0,7.8542,8,2,train,0
641,642,1.0,1,0,24.0,0,0,69.3,1,0,train,0
642,643,0.0,3,0,2.0,3,2,27.9,8,2,train,5
643,644,1.0,3,1,29.881137667304014,0,0,56.4958,8,2,train,0
644,645,1.0,3,0,0.75,2,1,19.2583,8,0,train,3
645,646,1.0,1,1,48.0,1,0,76.7292,3,0,train,1
646,647,0.0,3,1,19.0,0,0,7.8958,8,2,train,0
647,648,1.0,1,1,56.0,0,0,35.5,0,0,train,0
648,649,0.0,3,1,29.881137667304014,0,0,7.55,8,2,train,0
649,650,1.0,3,0,23.0,0,0,7.55,8,2,train,0
650,651,0.0,3,1,29.881137667304014,0,0,7.8958,8,2,train,0
651,652,1.0,2,0,18.0,0,1,23.0,8,2,train,1
652,653,0.0,3,1,21.0,0,0,8.4333,8,2,train,0
653,654,1.0,3,0,29.881137667304014,0,0,7.8292,8,1,train,0
654,655,0.0,3,0,18.0,0,0,6.75,8,1,train,0
655,656,0.0,2,1,24.0,2,0,73.5,8,2,train,2
656,657,0.0,3,1,29.881137667304014,0,0,7.8958,8,2,train,0
657,658,0.0,3,0,32.0,1,1,15.5,8,1,train,2
658,659,0.0,2,1,23.0,0,0,13.0,8,2,train,0
659,660,0.0,1,1,58.0,0,2,113.275,3,0,train,2
660,661,1.0,1,1,50.0,2,0,133.65,8,2,train,2
661,662,0.0,3,1,40.0,0,0,7.225,8,0,train,0
662,663,0.0,1,1,47.0,0,0,25.5875,4,2,train,0
663,664,0.0,3,1,36.0,0,0,7.4958,8,2,train,0
664,665,1.0,3,1,20.0,1,0,7.925,8,2,train,1
665,666,0.0,2,1,32.0,2,0,73.5,8,2,train,2
666,667,0.0,2,1,25.0,0,0,13.0,8,2,train,0
667,668,0.0,3,1,29.881137667304014,0,0,7.775,8,2,train,0
668,669,0.0,3,1,43.0,0,0,8.05,8,2,train,0
669,670,1.0,1,0,29.881137667304014,1,0,52.0,2,2,train,1
670,671,1.0,2,0,40.0,1,1,39.0,8,2,train,2
671,672,0.0,1,1,31.0,1,0,52.0,1,2,train,1
672,673,0.0,2,1,70.0,0,0,10.5,8,2,train,0
673,674,1.0,2,1,31.0,0,0,13.0,8,2,train,0
674,675,0.0,2,1,29.881137667304014,0,0,0.0,8,2,train,0
675,676,0.0,3,1,18.0,0,0,7.775,8,2,train,0
676,677,0.0,3,1,24.5,0,0,8.05,8,2,train,0
677,678,1.0,3,0,18.0,0,0,9.8417,8,2,train,0
678,679,0.0,3,0,43.0,1,6,46.9,8,2,train,7
679,680,1.0,1,1,36.0,0,1,512.3292,1,0,train,1
680,681,0.0,3,0,29.881137667304014,0,0,8.1375,8,1,train,0
681,682,1.0,1,1,27.0,0,0,76.7292,3,0,train,0
682,683,0.0,3,1,20.0,0,0,9.225,8,2,train,0
683,684,0.0,3,1,14.0,5,2,46.9,8,2,train,7
684,685,0.0,2,1,60.0,1,1,39.0,8,2,train,2
685,686,0.0,2,1,25.0,1,2,41.5792,8,0,train,3
686,687,0.0,3,1,14.0,4,1,39.6875,8,2,train,5
687,688,0.0,3,1,19.0,0,0,10.1708,8,2,train,0
688,689,0.0,3,1,18.0,0,0,7.7958,8,2,train,0
689,690,1.0,1,0,15.0,0,1,211.3375,1,2,train,1
690,691,1.0,1,1,31.0,1,0,57.0,1,2,train,1
691,692,1.0,3,0,4.0,0,1,13.4167,8,0,train,1
692,693,1.0,3,1,29.881137667304014,0,0,56.4958,8,2,train,0
693,694,0.0,3,1,25.0,0,0,7.225,8,0,train,0
694,695,0.0,1,1,60.0,0,0,26.55,8,2,train,0
695,696,0.0,2,1,52.0,0,0,13.5,8,2,train,0
696,697,0.0,3,1,44.0,0,0,8.05,8,2,train,0
697,698,1.0,3,0,29.881137667304014,0,0,7.7333,8,1,train,0
698,699,0.0,1,1,49.0,1,1,110.8833,2,0,train,2
699,700,0.0,3,1,42.0,0,0,7.65,5,2,train,0
700,701,1.0,1,0,18.0,1,0,227.525,2,0,train,1
701,702,1.0,1,1,35.0,0,0,26.2875,4,2,train,0
702,703,0.0,3,0,18.0,0,1,14.4542,8,0,train,1
703,704,0.0,3,1,25.0,0,0,7.7417,8,1,train,0
704,705,0.0,3,1,26.0,1,0,7.8542,8,2,train,1
705,706,0.0,2,1,39.0,0,0,26.0,8,2,train,0
706,707,1.0,2,0,45.0,0,0,13.5,8,2,train,0
707,708,1.0,1,1,42.0,0,0,26.2875,4,2,train,0
708,709,1.0,1,0,22.0,0,0,151.55,8,2,train,0
709,710,1.0,3,1,29.881137667304014,1,1,15.2458,8,0,train,2
710,711,1.0,1,0,24.0,0,0,49.5042,2,0,train,0
711,712,0.0,1,1,29.881137667304014,0,0,26.55,2,2,train,0
712,713,1.0,1,1,48.0,1,0,52.0,2,2,train,1
713,714,0.0,3,1,29.0,0,0,9.4833,8,2,train,0
714,715,0.0,2,1,52.0,0,0,13.0,8,2,train,0
715,716,0.0,3,1,19.0,0,0,7.65,5,2,train,0
716,717,1.0,1,0,38.0,0,0,227.525,2,0,train,0
717,718,1.0,2,0,27.0,0,0,10.5,4,2,train,0
718,719,0.0,3,1,29.881137667304014,0,0,15.5,8,1,train,0
719,720,0.0,3,1,33.0,0,0,7.775,8,2,train,0
720,721,1.0,2,0,6.0,0,1,33.0,8,2,train,1
721,722,0.0,3,1,17.0,1,0,7.0542,8,2,train,1
722,723,0.0,2,1,34.0,0,0,13.0,8,2,train,0
723,724,0.0,2,1,50.0,0,0,13.0,8,2,train,0
724,725,1.0,1,1,27.0,1,0,53.1,4,2,train,1
725,726,0.0,3,1,20.0,0,0,8.6625,8,2,train,0
726,727,1.0,2,0,30.0,3,0,21.0,8,2,train,3
727,728,1.0,3,0,29.881137667304014,0,0,7.7375,8,1,train,0
728,729,0.0,2,1,25.0,1,0,26.0,8,2,train,1
729,730,0.0,3,0,25.0,1,0,7.925,8,2,train,1
730,731,1.0,1,0,29.0,0,0,211.3375,1,2,train,0
731,732,0.0,3,1,11.0,0,0,18.7875,8,0,train,0
732,733,0.0,2,1,29.881137667304014,0,0,0.0,8,2,train,0
733,734,0.0,2,1,23.0,0,0,13.0,8,2,train,0
734,735,0.0,2,1,23.0,0,0,13.0,8,2,train,0
735,736,0.0,3,1,28.5,0,0,16.1,8,2,train,0
736,737,0.0,3,0,48.0,1,3,34.375,8,2,train,4
737,738,1.0,1,1,35.0,0,0,512.3292,1,0,train,0
738,739,0.0,3,1,29.881137667304014,0,0,7.8958,8,2,train,0
739,740,0.0,3,1,29.881137667304014,0,0,7.8958,8,2,train,0
740,741,1.0,1,1,29.881137667304014,0,0,30.0,3,2,train,0
741,742,0.0,1,1,36.0,1,0,78.85,2,2,train,1
742,743,1.0,1,0,21.0,2,2,262.375,1,0,train,4
743,744,0.0,3,1,24.0,1,0,16.1,8,2,train,1
744,745,1.0,3,1,31.0,0,0,7.925,8,2,train,0
745,746,0.0,1,1,70.0,1,1,71.0,1,2,train,2
746,747,0.0,3,1,16.0,1,1,20.25,8,2,train,2
747,748,1.0,2,0,30.0,0,0,13.0,8,2,train,0
748,749,0.0,1,1,19.0,1,0,53.1,3,2,train,1
749,750,0.0,3,1,31.0,0,0,7.75,8,1,train,0
750,751,1.0,2,0,4.0,1,1,23.0,8,2,train,2
751,752,1.0,3,1,6.0,0,1,12.475,4,2,train,1
752,753,0.0,3,1,33.0,0,0,9.5,8,2,train,0
753,754,0.0,3,1,23.0,0,0,7.8958,8,2,train,0
754,755,1.0,2,0,48.0,1,2,65.0,8,2,train,3
755,756,1.0,2,1,0.67,1,1,14.5,8,2,train,2
756,757,0.0,3,1,28.0,0,0,7.7958,8,2,train,0
757,758,0.0,2,1,18.0,0,0,11.5,8,2,train,0
758,759,0.0,3,1,34.0,0,0,8.05,8,2,train,0
759,760,1.0,1,0,33.0,0,0,86.5,1,2,train,0
760,761,0.0,3,1,29.881137667304014,0,0,14.5,8,2,train,0
761,762,0.0,3,1,41.0,0,0,7.125,8,2,train,0
762,763,1.0,3,1,20.0,0,0,7.2292,8,0,train,0
763,764,1.0,1,0,36.0,1,2,120.0,1,2,train,3
764,765,0.0,3,1,16.0,0,0,7.775,8,2,train,0
765,766,1.0,1,0,51.0,1,0,77.9583,3,2,train,1
766,767,0.0,1,1,29.881137667304014,0,0,39.6,8,0,train,0
767,768,0.0,3,0,30.5,0,0,7.75,8,1,train,0
768,769,0.0,3,1,29.881137667304014,1,0,24.15,8,1,train,1
769,770,0.0,3,1,32.0,0,0,8.3625,8,2,train,0
770,771,0.0,3,1,24.0,0,0,9.5,8,2,train,0
771,772,0.0,3,1,48.0,0,0,7.8542,8,2,train,0
772,773,0.0,2,0,57.0,0,0,10.5,4,2,train,0
773,774,0.0,3,1,29.881137667304014,0,0,7.225,8,0,train,0
774,775,1.0,2,0,54.0,1,3,23.0,8,2,train,4
775,776,0.0,3,1,18.0,0,0,7.75,8,2,train,0
776,777,0.0,3,1,29.881137667304014,0,0,7.75,5,1,train,0
777,778,1.0,3,0,5.0,0,0,12.475,8,2,train,0
778,779,0.0,3,1,29.881137667304014,0,0,7.7375,8,1,train,0
779,780,1.0,1,0,43.0,0,1,211.3375,1,2,train,1
780,781,1.0,3,0,13.0,0,0,7.2292,8,0,train,0
781,782,1.0,1,0,17.0,1,0,57.0,1,2,train,1
782,783,0.0,1,1,29.0,0,0,30.0,3,2,train,0
783,784,0.0,3,1,29.881137667304014,1,2,23.45,8,2,train,3
784,785,0.0,3,1,25.0,0,0,7.05,8,2,train,0
785,786,0.0,3,1,25.0,0,0,7.25,8,2,train,0
786,787,1.0,3,0,18.0,0,0,7.4958,8,2,train,0
787,788,0.0,3,1,8.0,4,1,29.125,8,1,train,5
788,789,1.0,3,1,1.0,1,2,20.575,8,2,train,3
789,790,0.0,1,1,46.0,0,0,79.2,1,0,train,0
790,791,0.0,3,1,29.881137667304014,0,0,7.75,8,1,train,0
791,792,0.0,2,1,16.0,0,0,26.0,8,2,train,0
792,793,0.0,3,0,29.881137667304014,8,2,69.55,8,2,train,10
793,794,0.0,1,1,29.881137667304014,0,0,30.6958,8,0,train,0
794,795,0.0,3,1,25.0,0,0,7.8958,8,2,train,0
795,796,0.0,2,1,39.0,0,0,13.0,8,2,train,0
796,797,1.0,1,0,49.0,0,0,25.9292,3,2,train,0
797,798,1.0,3,0,31.0,0,0,8.6833,8,2,train,0
798,799,0.0,3,1,30.0,0,0,7.2292,8,0,train,0
799,800,0.0,3,0,30.0,1,1,24.15,8,2,train,2
800,801,0.0,2,1,34.0,0,0,13.0,8,2,train,0
801,802,1.0,2,0,31.0,1,1,26.25,8,2,train,2
802,803,1.0,1,1,11.0,1,2,120.0,1,2,train,3
803,804,1.0,3,1,0.42,0,1,8.5167,8,0,train,1
804,805,1.0,3,1,27.0,0,0,6.975,8,2,train,0
805,806,0.0,3,1,31.0,0,0,7.775,8,2,train,0
806,807,0.0,1,1,39.0,0,0,0.0,0,2,train,0
807,808,0.0,3,0,18.0,0,0,7.775,8,2,train,0
808,809,0.0,2,1,39.0,0,0,13.0,8,2,train,0
809,810,1.0,1,0,33.0,1,0,53.1,4,2,train,1
810,811,0.0,3,1,26.0,0,0,7.8875,8,2,train,0
811,812,0.0,3,1,39.0,0,0,24.15,8,2,train,0
812,813,0.0,2,1,35.0,0,0,10.5,8,2,train,0
813,814,0.0,3,0,6.0,4,2,31.275,8,2,train,6
814,815,0.0,3,1,30.5,0,0,8.05,8,2,train,0
815,816,0.0,1,1,29.881137667304014,0,0,0.0,1,2,train,0
816,817,0.0,3,0,23.0,0,0,7.925,8,2,train,0
817,818,0.0,2,1,31.0,1,1,37.0042,8,0,train,2
818,819,0.0,3,1,43.0,0,0,6.45,8,2,train,0
819,820,0.0,3,1,10.0,3,2,27.9,8,2,train,5
820,821,1.0,1,0,52.0,1,1,93.5,1,2,train,2
821,822,1.0,3,1,27.0,0,0,8.6625,8,2,train,0
822,823,0.0,1,1,38.0,0,0,0.0,8,2,train,0
823,824,1.0,3,0,27.0,0,1,12.475,4,2,train,1
824,825,0.0,3,1,2.0,4,1,39.6875,8,2,train,5
825,826,0.0,3,1,29.881137667304014,0,0,6.95,8,1,train,0
826,827,0.0,3,1,29.881137667304014,0,0,56.4958,8,2,train,0
827,828,1.0,2,1,1.0,0,2,37.0042,8,0,train,2
828,829,1.0,3,1,29.881137667304014,0,0,7.75,8,1,train,0
829,830,1.0,1,0,62.0,0,0,80.0,1,2,train,0
830,831,1.0,3,0,15.0,1,0,14.4542,8,0,train,1
831,832,1.0,2,1,0.83,1,1,18.75,8,2,train,2
832,833,0.0,3,1,29.881137667304014,0,0,7.2292,8,0,train,0
833,834,0.0,3,1,23.0,0,0,7.8542,8,2,train,0
834,835,0.0,3,1,18.0,0,0,8.3,8,2,train,0
835,836,1.0,1,0,39.0,1,1,83.1583,4,0,train,2
836,837,0.0,3,1,21.0,0,0,8.6625,8,2,train,0
837,838,0.0,3,1,29.881137667304014,0,0,8.05,8,2,train,0
838,839,1.0,3,1,32.0,0,0,56.4958,8,2,train,0
